fire_id_sgif,fire_id_anepc,year,datetime_start,datetime_first_intervention,datetime_end,duration_min,dicofre_code,nuts3_region,district,municipality,parish,locality,cause_code,cause_type,cause_description,area_ha_sig,area_ha_sgif,area_ha_forest,area_ha_scrub,area_ha_agricultural,edition
20251134721,20251134721,2025,2025-08-24,2025-08-24,2025-08-24,53,170321,Alto Tâmega e Barroso,Vila Real,Chaves,Outeiro Seco,Cocanha - Outeiro Seco (Rua de Dili),333,Intentional,Structural - Land use,1.0841319,1.0841319,1.0841319,0.0,0.0,2026-03-10
20250895168,20250895168,2025,2025-07-09,2025-07-09,2025-07-09,126,170330,Alto Tâmega e Barroso,Vila Real,Chaves,Santo António de Monforte,Portela,449,Intentional,Arson - Culpable,3.45854346,3.45854346,0.61420961,2.3342487,0.51008515,2026-03-10
20251172043,20251172043,2025,2025-09-01,2025-09-01,2025-09-01,292,170356,Alto Tâmega e Barroso,Vila Real,Chaves,União das freguesias de Calvão e Soutelinho da Raia,FORNINHOS,449,Intentional,Arson - Culpable,30.99167772,30.99167772,0.0,30.97224537,0.01943234,2026-03-10
20250954922,20250954922,2025,2025-07-21,2025-07-21,2025-07-21,53,170356,Alto Tâmega e Barroso,Vila Real,Chaves,União das freguesias de Calvão e Soutelinho da Raia,Senhora do Bom Caminho,152,Negligent,Use of fire - Smoking,0.37087075,1.5,0.0,1.5,0.0,2025-11-19
20251104135,20251104135,2025,2025-08-18,2025-08-18,2025-08-21,4374,170643,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Vilar de Perdizes e Meixide,VILAR DE PERDIZES (S.Miguel),449,Intentional,Arson - Culpable,4196.58947612,4147.73253357,1509.62842308,2032.66417417,605.43993632,2026-03-11
20251080171,20251080171,2025,2025-08-13,2025-08-13,2025-08-14,728,170345,Alto Tâmega e Barroso,Vila Real,Chaves,Vilarelho da Raia,Calmar,60,Unknown,Undetermined,3.68340285,3.68340285,0.6508297,3.03257315,0.0,2026-03-10
20251115104,20251115104,2025,2025-08-20,2025-08-20,2025-08-20,261,040203,Terras de Trás-Os-Montes,Bragança,Bragança,Babe,Babe (ED308 (ED308) Km 305),125,Negligent,Burning for pasture management,1.29782956,1.29782956,0.0,0.0,1.29782956,2026-03-10
20250414845,20250414845,2025,2025-03-30,2025-03-30,2025-03-30,189,040203,Terras de Trás-Os-Montes,Bragança,Bragança,Babe,Caravelas (Ribeiro de Caravelas),60,Unknown,Undetermined,8.61370489,8.61370489,0.0,8.42841642,0.18528848,2026-03-10
20250423892,20250423892,2025,2025-04-01,2025-04-01,2025-04-01,69,040256,Terras de Trás-Os-Montes,Bragança,Bragança,União das freguesias de São Julião de Palácios e Deilão,DEILÃO (Hortas),127,Negligent,Extensive burning - Clearance of paths and access routes,1.00223738,1.00223738,0.0,0.96847051,0.03376687,2026-03-10
20250406953,20250406953,2025,2025-03-28,2025-03-28,2025-03-28,10,041215,Terras de Trás-Os-Montes,Bragança,Vinhais,Paçó,Quintela,127,Negligent,Extensive burning - Clearance of paths and access routes,1.30565022,1.30565022,1.30565022,0.0,0.0,2026-03-10
20250974143,20250974143,2025,2025-07-25,2025-07-25,2025-07-25,516,040250,Terras de Trás-Os-Montes,Bragança,Bragança,União das freguesias de Aveleda e Rio de Onor,"Aveleda, Bragança, Portugal (AVELEDA)",125,Negligent,Burning for pasture management,248.54374724,248.54374724,24.82145037,189.87004557,33.8522513,2026-03-10
20250425719,20250425719,2025,2025-04-01,2025-04-01,2025-04-01,172,041242,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Travanca e Santa Cruz,TRAVANCA (São Trigoso),127,Negligent,Extensive burning - Clearance of paths and access routes,3.00095718,3.00095718,0.00036033,2.99154621,0.00905063,2026-03-10
20250533888,20250533888,2025,2025-04-26,2025-04-26,2025-04-26,157,041226,Terras de Trás-Os-Montes,Bragança,Vinhais,Tuizelo,"LatLong(41.89476000,-7.05673000) - Igreja Paroquial de Tuizelo, 5320-198 Vinhais, Portugal (Ribeiro do Covo)",127,Negligent,Extensive burning - Clearance of paths and access routes,3.70078587,3.70078587,3.21170501,0.35347014,0.13561072,2026-03-10
20250421330,20250421330,2025,2025-03-31,2025-03-31,2025-04-01,269,041226,Terras de Trás-Os-Montes,Bragança,Vinhais,Tuizelo,Salgueiros (Borralhos),125,Negligent,Burning for pasture management,4.51110782,4.51110782,1.78336095,2.72774687,0.0,2026-03-10
20250280648,20250280648,2025,2025-03-03,2025-03-03,2025-03-03,79,041221,Terras de Trás-Os-Montes,Bragança,Vinhais,Santalha,Seixão (ED308 (ED308) Km 212),60,Unknown,Undetermined,7.22170791,7.22170791,0.34664514,6.87506277,0.0,2026-03-10
20250075213,20250075213,2025,2025-01-17,2025-01-17,2025-01-17,216,041226,Terras de Trás-Os-Montes,Bragança,Vinhais,Tuizelo,"LatLong(41.91389000,-7.03575000) - N308, 5320 Vinhais, Portugal (Portela do Covo)",125,Negligent,Burning for pasture management,2.03477624,2.03477624,0.0,2.03477624,0.0,2026-03-10
20251394733,20251394733,2025,2025-10-17,2025-10-17,2025-10-17,184,170322,Alto Tâmega e Barroso,Vila Real,Chaves,Paradela,Paradela de Monforte (Choucinhas),122,Negligent,Burning of forest or agricultural residues,1.1648611,1.1648611,0.95703339,0.0,0.20782771,2026-03-10
20251322997,20251322997,2025,2025-10-02,2025-10-02,2025-10-02,75,170309,Alto Tâmega e Barroso,Vila Real,Chaves,Cimo de Vila da Castanheira,"Dadim, Chaves, Portugal (Pardieiros)",125,Negligent,Burning for pasture management,0.28405093,0.7,0.0,0.7,0.0,2026-01-28
20251260429,20251260429,2025,2025-09-20,2025-09-20,2025-09-20,98,170360,Alto Tâmega e Barroso,Vila Real,Chaves,União das freguesias de Travancas e Roriz,MUINHEIROS,125,Negligent,Burning for pasture management,0.47770321,0.9,0.0,0.9,0.0,2025-11-19
20251245006,20251245006,2025,2025-09-17,2025-09-17,2025-09-17,61,170360,Alto Tâmega e Barroso,Vila Real,Chaves,União das freguesias de Travancas e Roriz,"São Cornélio, Chaves, Portugal (Alto da Cegonha)",127,Negligent,Extensive burning - Clearance of paths and access routes,1.49740101,1.49740101,0.0,0.97498512,0.52241589,2026-03-10
20251236542,20251236542,2025,2025-09-15,2025-09-15,2025-09-15,175,041239,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,Edroso (ARRASCA),127,Negligent,Extensive burning - Clearance of paths and access routes,12.80099862,12.80099862,1.29242063,11.38624893,0.12232906,2026-03-10
20250414751,20250414751,2025,2025-03-30,2025-03-30,2025-03-30,258,041239,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,Edroso (Vale do Moinho),127,Negligent,Extensive burning - Clearance of paths and access routes,7.91441093,7.91441093,2.02894322,5.51050254,0.37496518,2026-03-10
20251053302,20251053302,2025,2025-08-08,2025-08-09,2025-08-09,122,041239,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,Edroso (Cabeço da Vela),127,Negligent,Extensive burning - Clearance of paths and access routes,0.56845833,0.56845833,0.03946835,0.45850685,0.07048313,2026-03-10
20251036740,20251036740,2025,2025-08-06,2025-08-06,2025-08-06,102,041239,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,Quiráz (Boucinhas),127,Negligent,Extensive burning - Clearance of paths and access routes,1.87141851,1.87141851,0.08462867,1.78678984,0.0,2026-03-10
20251078764,20251078764,2025,2025-08-13,2025-08-13,2025-08-15,2315,041239,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Quirás e Pinheiro Novo,"Quiraz, PNM (Malho)",51,Natural,Natural causes,146.45634985,146.45634984,26.95400739,107.67468532,11.82765714,2026-03-10
20250419636,20250419636,2025,2025-03-31,2025-03-31,2025-03-31,118,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,FACHO 2º,125,Negligent,Burning for pasture management,1.7053658,1.7053658,0.0,1.43151396,0.27385184,2026-03-10
20251346733,20251346733,2025,2025-10-07,2025-10-07,2025-10-07,75,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,Laceiras,125,Negligent,Burning for pasture management,1.30350335,1.30350335,0.0033421,1.28296989,0.01719135,2026-03-10
20251359108,20251359108,2025,2025-10-10,2025-10-10,2025-10-10,602,170612,Alto Tâmega e Barroso,Vila Real,Montalegre,Gralhas,Outeiro do Telhoso,125,Negligent,Burning for pasture management,264.8360459,264.79297485,13.88360595,245.71344274,5.19592617,2026-03-10
20251335767,20251335767,2025,2025-10-05,2025-10-05,2025-10-05,149,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,PEDREGALHO,125,Negligent,Burning for pasture management,0.68867523,0.68867523,0.0,0.68867523,0.0,2026-03-10
20251326858,20251326858,2025,2025-10-03,2025-10-03,2025-10-03,50,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,PEDREGALHO,125,Negligent,Burning for pasture management,1.39325701,1.39325701,0.0,1.39325701,0.0,2026-03-10
20251336807,20251336807,2025,2025-10-05,2025-10-05,2025-10-06,138,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,PADORNELOS,125,Negligent,Burning for pasture management,8.82580284,8.82580284,0.0,8.82580284,0.0,2026-03-10
20251356540,20251356540,2025,2025-10-09,2025-10-09,2025-10-10,249,170612,Alto Tâmega e Barroso,Vila Real,Montalegre,Gralhas,Outeiro do Telhoso,125,Negligent,Burning for pasture management,4.15183163,4.15183163,0.0,4.15183163,0.0,2026-03-10
20251401159,20251401159,2025,2025-10-18,2025-10-18,2025-10-19,163,170612,Alto Tâmega e Barroso,Vila Real,Montalegre,Gralhas,Largo do Padrão,125,Negligent,Burning for pasture management,5.31988882,5.31988882,0.0,5.03025685,0.28963196,2026-03-10
20251271098,20251271098,2025,2025-09-22,2025-09-22,2025-09-24,3081,170627,Alto Tâmega e Barroso,Vila Real,Montalegre,Santo André,Ribeira da Cachada,711,Rekindling,Rekindling,128.64392774,128.64392774,22.93574281,88.4516392,17.25654572,2026-03-10
20251093507,20251093507,2025,2025-08-16,2025-08-16,2025-08-16,63,170627,Alto Tâmega e Barroso,Vila Real,Montalegre,Santo André,Campo da Armada,125,Negligent,Burning for pasture management,1.8089381,1.8089381,0.0,1.40272579,0.40621232,2026-03-10
20251233390,20251233390,2025,2025-09-14,2025-09-14,2025-09-14,102,170627,Alto Tâmega e Barroso,Vila Real,Montalegre,Santo André,Santo André (Campo da Armada),125,Negligent,Burning for pasture management,9.94542141,9.94542141,0.0,7.98342141,1.962,2026-03-10
20251242187,20251242187,2025,2025-09-16,2025-09-16,2025-09-16,173,170637,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Meixedo e Padornelos,Serra do Larouco,125,Negligent,Burning for pasture management,7.64522402,7.64522402,0.0,7.64522402,0.0,2026-03-10
20251154076,20251154076,2025,2025-08-28,2025-08-28,2025-08-28,93,170612,Alto Tâmega e Barroso,Vila Real,Montalegre,Gralhas,LAROUCO,125,Negligent,Burning for pasture management,1.34426879,1.34426879,0.0,1.34426879,0.0,2026-03-10
20250965241,20250965241,2025,2025-07-23,2025-07-23,2025-07-24,563,170643,Alto Tâmega e Barroso,Vila Real,Montalegre,União das freguesias de Vilar de Perdizes e Meixide,VILAR DE PERDIZES (S.Miguel),449,Intentional,Arson - Culpable,237.08394472,150.69812215,9.12857669,141.56954546,0.0,2026-03-10
20251260064,20251260064,2025,2025-09-20,2025-09-20,2025-09-20,1245,170612,Alto Tâmega e Barroso,Vila Real,Montalegre,Gralhas,Lousas,125,Negligent,Burning for pasture management,1101.87504576,1100.61072543,18.37696368,1042.76947308,39.46428866,2026-03-10
20250405343,20250405343,2025,2025-03-28,2025-03-28,2025-03-28,128,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Landedo (Moinho do Landedo),125,Negligent,Burning for pasture management,21.49277536,21.49277536,3.46774533,15.30068408,2.72434595,2026-03-10
20250423288,20250423288,2025,2025-04-01,2025-04-01,2025-04-01,108,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Ponte Nova),60,Unknown,Undetermined,8.47322986,8.47322986,1.42396926,7.0492606,0.0,2026-03-10
20250914203,20250914203,2025,2025-07-13,2025-07-13,2025-07-13,78,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Casares (Alto do Rosso),127,Negligent,Extensive burning - Clearance of paths and access routes,1.01088244,1.01088244,0.0,1.01088244,0.0,2026-03-10
20251385126,20251385126,2025,2025-10-15,2025-10-15,2025-10-15,67,041241,Terras de Trás-Os-Montes,Bragança,Vinhais,"União das freguesias de Soeira, Fresulfe e Mofreita",MOFREITA (Vilar),125,Negligent,Burning for pasture management,2.81159911,2.81159911,0.17889285,1.85967831,0.77302795,2026-03-10
20250868118,20250868118,2025,2025-07-04,2025-07-04,2025-07-04,560,040250,Terras de Trás-Os-Montes,Bragança,Bragança,União das freguesias de Aveleda e Rio de Onor,"Guadramil, Bragança (Gandaras)",51,Natural,Natural causes,0.71930192,0.71930192,0.69240702,0.0268949,0.0,2026-03-10
20251128413,20251128413,2025,2025-08-23,2025-08-23,2025-08-23,815,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Ponte do Couço),125,Negligent,Burning for pasture management,1.0803459,1.0803459,0.0465335,1.0338124,0.0,2026-03-10
20251161852,20251161852,2025,2025-08-30,2025-08-30,2025-08-30,738,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,"Moimenta, Vinhais, Portugal (Ponte do Couço)",125,Negligent,Burning for pasture management,9.26956959,9.26956959,0.51717156,8.75239803,0.0,2026-03-10
20250984395,20250984395,2025,2025-07-27,2025-07-27,2025-07-27,113,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Moimenta (Ponte da Pedra),711,Rekindling,Rekindling,1.28867066,1.28867067,0.11302156,1.1756491,0.0,2026-03-10
20251090164,20251090164,2025,2025-08-15,2025-08-15,2025-08-15,312,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Veiga (Ribeira de Anta),711,Rekindling,Rekindling,0.50720907,0.50720907,0.21560235,0.29160673,0.0,2026-03-10
20251087502,20251087502,2025,2025-08-15,2025-08-15,2025-08-15,293,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Moimenta (Ponte Nova),127,Negligent,Extensive burning - Clearance of paths and access routes,4.0528724,4.0528724,0.04203463,4.01083777,0.0,2026-03-10
20251362408,20251362408,2025,2025-10-11,2025-10-11,2025-10-11,549,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Pedradeira),125,Negligent,Burning for pasture management,12.09780835,12.09780835,0.29196508,11.80584327,0.0,2026-03-10
20251364179,20251364179,2025,2025-10-11,2025-10-11,2025-10-11,148,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,"Moimenta, Vinhais, PNM (ENTRE NOZEDOS)",711,Rekindling,Rekindling,21.80416281,21.80416281,3.2124437,17.1473281,1.44439101,2026-03-10
20250419565,20250419565,2025,2025-03-31,2025-03-31,2025-03-31,378,040215,Terras de Trás-Os-Montes,Bragança,Bragança,França,Serra Serrada (MONTEZINHO),11001,Unknown,Undetermined,313.73810925,29.37216434,0.0,29.37216434,0.0,2026-03-10
20250987719,20250987719,2025,2025-07-28,2025-07-28,2025-07-28,79,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Aligueira),,,,0.92863694,0.92863694,0.0,0.87087016,0.05776677,2026-03-10
20251391315,20251391315,2025,2025-10-16,2025-10-16,2025-10-16,47,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Ribeira de Anta),125,Negligent,Burning for pasture management,0.67042193,0.67042193,0.08334341,0.58707852,0.0,2026-03-10
20251396244,20251396244,2025,2025-10-17,2025-10-17,2025-10-17,45,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,MOIMENTA (Boquête),125,Negligent,Burning for pasture management,0.65787606,0.65787606,0.00824277,0.46019774,0.18943556,2026-03-10
20250982936,20250982936,2025,2025-07-27,2025-07-27,2025-07-27,80,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Moimenta (Carvalhoso),125,Negligent,Burning for pasture management,1.14349941,0.9736839,0.0,0.9736839,0.0,2026-03-10
20251194344,20251194344,2025,2025-09-06,2025-09-06,2025-09-06,653,041237,Terras de Trás-Os-Montes,Bragança,Vinhais,União das freguesias de Moimenta e Montouto,Moimenta (Ribeira de Anta),125,Negligent,Burning for pasture management,35.58092795,35.58050122,0.0,35.14350426,0.43699696,2026-03-10
